page,name,link,thumbnail,rating,date,snippet,images,local_guide
15,Madrisi Aris,https://www.google.com/maps/contrib/109869766623311083463?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLWZbrMjDqzqPJFfjh4CBAj8vi4KusKbMPVgUO0de4m7Gz5MA=s120-c-rp-mo-br100,5.0,2 bulan lalu,"Pelayanan selama di IGDM bagus dan ramah semua petugasnya,Khususnya perawat Angga Putra sangat humoris dan cekatan,terimakasih ruangan IGDM",,
15,Roudlotul Jannah,https://www.google.com/maps/contrib/114026104840125486701?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLJ9jPwpQABVBgHIPvOtUKZKHCpoKsrtpbbXKg_zwdtItPseA=s120-c-rp-mo-br100,5.0,3 bulan lalu,Alhamdulillah selama anak saya menjalankan perawatan di situ...pelayanannya baik...mulai dari dokter beserta perawatnya sangat ramah...antusias...n peduli akan tanggung jwabnya.Dan tidak lupa selalu memberikan semangat di setiap ada tindakan yang mau di lakukan...pkoknya selama ank saya di rawat di rsud soetomo memberikan kesan n haru terhadap diriku sebagai orang tua...Dan tidak lupa saya ucapkan terima kasih banyak buat para dokter n para perawat yang sudah merawat anak saya dengan baik n sabar...dan maaf apabila selama perawatan ada kerewelan atau merepotkan saya selaku orang tua pasien mohan maaf yang sebesar-besarnya...Dan tidak lupa saya ucapkan terima kasih kepada para donatur yang sudah memberikan sedikit rezekinya bagi kami yang membutuhkan...Terima kasih,,
15,Farah Karenina,https://www.google.com/maps/contrib/107469684720260172208?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV0lcRC-pnqs_XpSDStfEDzeb6QFf0yJgDZtbXgOZO0Ojw-1rVXZQ=s120-c-rp-mo-br100,5.0,8 bulan lalu,"Pelayanan OK Paru di RS Dr.Soetomo benar benar ramah, tindakannya juga cepat dan tanggap, memudahkan Ibu saya saat berobat dan dirawat disini 👍🏻👍🏻👍🏻

Puas sekali dengan pelayanannya, terima kasih para staff dan dokter RS Dr.Soetomo Surabayaa 👍🏻","['https://lh3.googleusercontent.com/geougc-cs/AIHozJIEaspvwkLMRaKFz9K76lXSpfLzU6-E1GjuvTNUhw1MIRO8yLMBp_cXIKtgxLH5Ryl8PaM7RKZ0r5dlEk-c6GjdElVd4asuNeTR3XlNTqSNF8NZG40hldxP_VWI0-ofXHLPoYrE', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJJ8f00tXEu6Nevb7FxzC-2mmxyvUO_WrMGyWNbpfkz66x28KXdsZrVO-jTlg6YNIDEjldjlP6pCGreWAk7eHwhIizTHkB0WZUtTPYAx_2AiSB0SKi8v10yjqeer8WfwZpsO5E4s']",True
15,Vira Akunsaya,https://www.google.com/maps/contrib/107058250611718341458?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIxqxOcnlEBbCV4qm1INlHk60gg5TV1XQOPVltPBA1hNlwOfQ=s120-c-rp-mo-br100,5.0,sebulan lalu,"Selama di rawat disini terkhusus ruang bedah gladiol ,, alhamdulilah para nakes serta dokter amat sangat baik Rama ,, sukses selalu buat RS dr,soetemo",,True
15,Mirfaq Al Qorni,https://www.google.com/maps/contrib/117429125396660591152?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVWHw3ikl50ulAPK8lHmsYHxHW3RPWpg21TXGBueEZvCyTpGCmx=s120-c-rp-mo-br100,5.0,4 bulan lalu,Pelayanan dari perawat dan dokter sangat baik dan memuaskan bagi pasien dan keluarga,['https://lh3.googleusercontent.com/geougc-cs/AIHozJLB1VV9rBOH6by5nUH4rvSpMsWvs2AbjmSbkBv7LjkLo2OLWigRyd1-gHVSyeuAg9q5NqLr7jH2rtvFVxgQI6RvQ4VxHCNKcFJZrpwAWgueGZLBNaBXE2lokkW0mf-ZM8zr91fc1Q'],True
15,akhmad ikhwan,https://www.google.com/maps/contrib/103182515261421975827?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIXV2CV532ZHa4Jq9egR03oa6X0zbj_G4gJUZSJM6acdqO0Dw=s120-c-rp-mo-ba4-br100,5.0,sebulan lalu,"Pengurusan akta kelahiran, KK dan KIA dari rumah sakit dr.soetomo mudah, cepat bgt, adminnya fast respon.
Terimakasih banyak atas pelayanannya",,True
15,lailatul umroh,https://www.google.com/maps/contrib/108105528302964065086?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWKdocaPO1TyWJoamrxx1OK0P5g0RBlLFygO379lE-bLiz6IRBA=s120-c-rp-mo-ba2-br100,5.0,sebulan lalu,"Ruang bobo 1
Pelayanan dokter, perawat, ob mengagumkan
Hanya saja ruangan meskipun pakai AC tapi terasa panas, sehingga pasien lebih baik bawa kipas sendiri",,True
16,Dewi Oyon,https://www.google.com/maps/contrib/115180103509795462396?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW2pMTjYtOl79B0X639jtAveX8xHVIRUXMunzWzbr_YYRV2BTH-=s120-c-rp-mo-br100,1.0,2 bulan lalu,"Tolong ini rumah sakit apa neraka...
Papa saya dapat rujukAn kesini mulai awal januari 2024 smpai januari lagi gak ada tindakAn medis cuma di lab2 terus....penyakit awal g parah sampai jdi parah... Tolong pemerintah tegasin dikit donk buat rumah sakit ini... Binggung harus minta pertolongan ke mana lagi agar segera di tanganin papa saya... Mentang2 pakai bpjs pemerinta pelayanan nya gak ada sama sekali baik nya",,True
16,Tri Putra,https://www.google.com/maps/contrib/101643789630439360049?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLcGP9NxOgHS8HG1ttaoX303FO5TYsGKeGug0lX8wP2VzT8eA=s120-c-rp-mo-br100,5.0,seminggu lalu,Trima kasih semuah staf nya.... Pelayanan cepat di permudah kan untuk segala administrasi maupun pembuatan Akte dan KK,['https://lh3.googleusercontent.com/geougc-cs/AIHozJIYidiq27tRlIY7jHT06B9WAG_a0OWwEvtMXknKVV6dwIk6t68m4eKEQE-C9Dj70jfncgKh24XF7BH6WA4sbWnFS-kixOZSUW2xUzlxuclUXrFdSg3TXPWPv6tKpz-cvC6dkZzt'],True
16,Setia Arez,https://www.google.com/maps/contrib/105890511596762597682?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWlYX61oi9jCc97tXHsxUqCvgO1xFuuMyZDIQ-PFVWfpS1CMql9=s120-c-rp-mo-br100,1.0,4 bulan lalu,"selamat pagi bapak ibu terhormat di Rs Dr.soetomo ditmpat.mff sebelumny pak utk pelayanan di rs sangat2 memuaskan.tp sangat disayangkan layanan kepada team keamanan (security)ibu saya orangny ijin tnya tmpat  dilantai 6,biasa orang tua kn dx thu area sekitar rmah sakit tanya yg sopan ni knpa mlah dijawab di bentak2 orang tua saya mohon konfirmasiny 🙏🙏🙏🙏🙏",,True
16,Syah Reza,https://www.google.com/maps/contrib/109713992240780580954?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLbDsMeXGp3mgoSPfyPjXgjmPGsIBEWsUghJXm3wo33ZS5toA=s120-c-rp-mo-br100,5.0,6 bulan lalu,"Ruangan RIK 3 RSUD Dr soetomo
Perawat baik semua nya
Dokter nya baik semua nya
Pelayanan nya bagus
Terimakasih sdh merawat suami saya selama ini",['https://lh3.googleusercontent.com/geougc-cs/AIHozJLK1ze3AsdH_oPTLY8pFclHQU5tc0d0sYw7SxoQZMEvE2iDbuZSDQZDlOCa3trDUpk1oh6XXA6A51tZpS1dsvrbiSYW8oqIFa4NlUr2l5HoRkKd1G9ic-twcFWtz1OmM2m1Bj4P'],
16,Its Yulianti,https://www.google.com/maps/contrib/117840734766048132746?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWmvX0TrwnC7DxwouyQxlOm-WcrSdMYRtFyXDKdTUYcAy3Kp98=s120-c-rp-mo-br100,5.0,3 bulan lalu,"Pelayanan memuaskan , perawat nya semuanya baik ,sopan dan telaten . Dokternya juga baik dan menjelaskan semuanya secara detail. Buat seluruh team di RIK khususnya A2 semangat dan terima kasih banyak 🙏🙏",,
16,Fauzi Adityaa,https://www.google.com/maps/contrib/104967969192066758854?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVJkPHEgxXnDGzsGXmvLI8XvbKyyRhBY7w8IyWlW033i1baqCsr=s120-c-rp-mo-br100,5.0,3 bulan lalu,"Alhamdulilah untuk pelayanan rumah sakit Dr. Soetomo bagian : Poli dalam, Poli jiwa, dan pihak Lab, sangatlah baik kepada para pasien terimakasih sebelumnya, tetaplah menjadi rumah sakit paling berjasa bagi semua pasien nya🙏",,
16,Cash 2al,https://www.google.com/maps/contrib/100714930300831477618?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLLaNYB-n4ney7aNrg6KqnpwxtqdfWRV9GGqPtKPBE8pZanww=s120-c-rp-mo-br100,5.0,2 bulan lalu,"Pengalaman yg luar biasa di rsud dr.soetomo..
Pelayan. Bagus meskipun banyak lika liku...terima kasih Dr.ketut Maya sp.bp bedah plastik
Dan dr.stephani ppds bedah platik..uda bantu dan OP anak ku...sukses dan sehat selalu. Semoga tuhan membalas kabaikan mereka..",,
16,Dhimas Al farikh 2,https://www.google.com/maps/contrib/110652654717127052880?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWZ_eYWbXQ-RbO-RS_Vdf4Qo6pnjPNenxKgjDr74z2xNPeaeQ=s120-c-rp-mo-br100,1.0,3 bulan lalu,"dengan adanya pembaruan sistem bpjs pendaftaran di poli rawat jalan terhambat apalagi harus memakai pendaftaran online yang harus memakai smartphone,kasihan orang yang belum bisa memakai smartphone touchscreen dan harus mondar mandir untuk validasi ke berbagai saran yg harus di penuhi untuk kontrol,kasihan juga yang rumah nya jauh harus balik lagi karena antrian dan proses yang lama ,mohon di sederhanakan dan di permudah serta nakes atau penjaga jangan hilang² an",,
16,Xydintan_ 710,https://www.google.com/maps/contrib/110048753320721237851?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVNTlM44pmWoYndMEymc0qPlBQbMejj-2qD7QADuu10RtjDAw=s120-c-rp-mo-br100,5.0,5 bulan lalu,"Bulan juli di rujuk dari RS M.shaleh Probolinggo,ke RS Soetomo.
Malam sampai di UGD Alhamdulillah lngsung di observasi,di USG,ct scaan,di rontgen dll..
Pagi nya langsung dpt ruang.an perawatan di Ruang Flamboyan. Menunggu 5 hari untuk, operasi.
Alhamdulillah operasi berjalan lancar.
Sekarang masa pemulihan,..
Terimakasih Dr Ashari, terimakasih team perawat Ruang Flamboyan,.. yg sudah membantu kami selama 15 hari di RS Soetomo..",,
16,arik vidiana,https://www.google.com/maps/contrib/117968231302775011632?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVisXu2QskXURi9N8jcsiOH0ltUx1nPwf6X5dx48GNciQSMQJE=s120-c-rp-mo-br100,1.0,3 bulan lalu,"Sejak hari ini ambil antrian TDK bisa lewat website hrs melalui jkn, tp saya tdk bisa melalui jkn dg keterangan RS TDK menginput surat kontrol, padahal imunoterapi alergi ini hrs tepat waktu, jika telat akan mengulang ke tahapan sebelumnya, saya pastikan rujukan pun msh aktif, saya berusaha menghubungi pihak RS melalui email dan Instagram namun TDK ada respon, sedangkan besok tgl merah TDK ada pelayanan, lalu bagaimana kita mendapat informasi",,
17,Septia Dwi Listiya Wibowo,https://www.google.com/maps/contrib/105684353712014241249?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUtsumWLAAPFEL7x4MSrtSQ4tEfWTbK4uRRHOeKxypRdg3YfNxa=s120-c-rp-mo-br100,5.0,sebulan lalu,"sangat memuaskan, pelayanan cepat dalam membantu pengurusan dokumen pembuatan kk, kirim file hari ini lgsg jadi hari ini juga🤩",,True
17,Gita 08,https://www.google.com/maps/contrib/115568857519529061019?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVoor5e3fsRIoKbkVPswbfYbl_mANPaOLasxeb9YTgLhDv3IV97=s120-c-rp-mo-br100,1.0,sebulan lalu,"Pelayanan rs paling buruk selama saya masuk rs.
Nursenya pelayanan  jelek parahh!!!!!
Th.2025 pelayanan sprti itu sya rasa ud tidak jamanny mau arogan2an.",,True
17,yohana hariwanti,https://www.google.com/maps/contrib/101457221254933431815?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKaGtRY-tKVAupFJtXixxT9RgVUyQW-6uJiKClNLeI_1wyBIw=s120-c-rp-mo-br100,5.0,8 bulan lalu,"Trima kasih Dokter dan para perawat yg SDH membantu saya dengan penuh cinta dan perhatian di PPJT Lt.IV.
Selamat berkarya,semoga Tuhan selalu membalas Budi baik semuanya. Amin.",['https://lh3.googleusercontent.com/geougc-cs/AIHozJIxZJ6PKOHRkwIVL5MqSaF1aTMFe-D4zia0BKPGtKDaw-OHrErDyyPcGvcsp_tG4-Q6hotihHNOVahNgixXr249sSld7SxQ29Yje-rKkiNoVcqjJHw9XDtFOdyIVPoENsf8JM8'],
17,Woro Kartika,https://www.google.com/maps/contrib/111655511690106532694?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVh8yF-sP6DdHAYshIfAgFvabf7S4d6UrMPfJaQVYpjPwXJrr4sRg=s120-c-rp-mo-br100,5.0,3 bulan lalu,"Terimakasih kami sampaikan ke pada Rsud dr Soetomo khusus nya pelayanan di Triage dan IGDM telah memberikan pelayanan yg reaponsif kepada bapak kami
khususnya team IgdM jaga Malam Ns Denis . kami ucapakan terima kasih yg sebesar besar nya
smg menjadi berkah untuk smuanya",,True
17,ika anjarsari,https://www.google.com/maps/contrib/103194228284615663462?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUG5FwJyILjBkjbsiSIXDgUHXe_0jpG5oPsekzGGcNGemfqpA1NTg=s120-c-rp-mo-br100,5.0,setahun lalu,"Assalamualaikum wr.wb
Pada tgl 18 kemarin saya dijadwalkan untuk menjalani kemoterapi yg pertama digedung PPLK Lt. 3, pertama kali kami datang disambut ramah oleh staff yg berada di gedung PPLK Lt. 3 ini, dari apoteker, dokter jaga, hingga perawat. Pelayanan yg diberikan pun sangat baik dan jelas, kami diberikan edukasi mengenai tindakan2 yg akan diberikan, jg keselamatan ketika ada bencana, terkait jalur evakuasi, dll.
Setiap petugas yg melakukan tindakan, pasti melakukan double check terlebih dahulu untuk ketepatan terapi yg kami dapat.

Sementara untuk fasilitas dan pelayanan di PPLK lt. 3 ini, saya kira sudah sangat cukup. Mungkin kiranya bisa dilengkapi dg pemanas air untuk mandi, agar lebih nyaman dan homey. Dan bisa ditambahkan arah kiblat untuk melakukan ibadah.

Untuk kebersihan ruangan maupun kamar mandi, sangat bersih dan nyaman.
Privasi sgt terjaga.

Kemudian saran yg terakhir, untuk pasien kemo hendaknya bisa langsung naik dan masuk ke ruangan setelah menuntaskan berbagai pemeriksaan penunjang di poli. Mengingat banyak pasien yg berasal dari luar kota.

Untuk masalah antrian loket sih pasti panjang, mengingat RSUD Dr. Soetomo ini kan rs rujukan se jawa timur.. tergantung jg jam kedatangan kita, banyak maklum dan santai ajalah perawatan disini, yg penting kita niatkan ikhtiar untuk sembuh, atas ijin dan pertolongan Allah.

Anw, terimakasih banyak dan sampai berjumpa di siklus kemo berikutnya..

Wassalamualaikum wr wb",['https://lh3.googleusercontent.com/geougc-cs/AIHozJKfile-fFXk9mWkBdEb8QVyKKtwitxjxGc6ZSWxePgAdnrDpATjFpVG-oUaxoFWwXke0HwRn-ES91MXj47T-StSz8kbuNPD7mORdpFKDqKxtpPNFhVXf-7JA1FMTBz8MgdJ-JU'],True
17,Alifah pramita azzarah,https://www.google.com/maps/contrib/110271851360876193109?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXvEgROhZ_JF-GGLAtm3v3IIneG9wH6obb1Ncm62gmlgns7wnk=s120-c-rp-mo-br100,3.0,4 bulan lalu,"Kenapa rumkit Soetomo tidak ada jadwal dokter yg menetap yaa,masa kontrol Minggu ini Minggu depan kontrol lagi dihari yg ditentukan dokter,tapi pas kontrol lagi dokternya bedah lagi akhirnya di tanya lagi dari awal sakit apa bla2, bengitu juga Dnegan MRI sama dokter tapi pas bawah hasilnya dokter sudah bedah lagi di tanya lagi bla2 sudah ngitu gak perna  ketemu sama dokter yg sudah benar2 menetap,rumkit laut saja dokternya menatap jadi pasien sudah tau jadwal praktek dokter di Soetomo tingkat 1 Jawa timur dokter Gonta ganti gak tau dokter praktek mana dokter manggang mana, kita di rujuk jauh2 ke rumah sakit tingkat 1 pengen ketemu dokter yg sudah menatap eh ketemu dokter yg tidak kasih solusi kebanyakan tanya trus sudah ngitu pertanyaan ulang2 trus yg sakit jadi tambah sakit",,
17,Durotun Nasiha,https://www.google.com/maps/contrib/107453656482977668110?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKz69n5tXPh2I-x_S_iBd93gsDDrKfrYcjmL2nxs9fUrZy2jg=s120-c-rp-mo-br100,5.0,sebulan lalu,"Saya atas nama durotun nasiha anak saya di rawat di kamar buginvil
Saya puas dengan penanganannya krna perawatnya ramah murah senyum
Makananya enak dan klw ada apa"" langsung di tanganin",,
17,zaki 1926,https://www.google.com/maps/contrib/117380586867409146437?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVxXfJ_5P_e0A9M2OvMXbYwD157csBgOG3V8CNSikrV_EKtlH0=s120-c-rp-mo-br100,5.0,4 bulan lalu,"Perawatnya baik, enak, gercep, terampil dokter nya ramah,telaten, pagi sudah di visit, ruangan bersih, Ac dingin sampai kedinginan
Terima kasih sukardja untuk pelayanan nya sehat selalu",,
17,Dian Era Lestari,https://www.google.com/maps/contrib/112568827989288540966?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUk9U8gc6Jk1sPoYW2ca9AI38KkqmHYnULncfDwLua9gb_Wb5g=s120-c-rp-mo-br100,5.0,4 bulan lalu,"Pengalaman saya pribadi saat di rawat beberapa bulan lalu, Pelayanan nya sangat baik, Dokter perawat dan semua petugas baik. pokoknya top banget. Terimakasih RSUD Dr. Soetomo",,
17,rudi harianto,https://www.google.com/maps/contrib/111308457624497903768?hl=id,https://lh3.googleusercontent.com/a/ACg8ocI_7Acuf7X7hFlRctLXXo8-xtqt5dZa_xfgIBQDpy4uK89nfQ=s120-c-rp-mo-br100,4.0,2 bulan lalu,Maaf utk pasien rujukan rawat jln yg menggunakan bpjs kis di poli bedah umum apa memang lama sekali ya proses nya?kok saya di kasih jadwal sampai 2 bulan?trks mohon penjelasan nya..,['https://lh3.googleusercontent.com/geougc-cs/AIHozJLLJqp3GrXjyp1XfEZIC_YXQlHhAHHH2LQHg2LyzWet67OV0hsu0smclBG6KUZbUv9HKJ4tp-jPOc3Ur7_nMyg4Ro0ohTA6QM0IKaAXq5T3qJhxp_73q1T8G8ePPgBhoejKkn76'],
18,Amin Thohari,https://www.google.com/maps/contrib/112840049944029477153?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUAtAfYWeQl6uVu8YgPx0gMbyLWGE0DhZojrtbZVQ0xrzTi69M=s120-c-rp-mo-ba5-br100,5.0,2 tahun lalu,Rumah sakit dr soetomo gedung nya sangat besar dan luas. Fasilitas medis di rumah sakit ini sangat lengkap. Hampir semua pasien dari rumah sakit di daerah di rujuk disini untuk penanganan yang lebih intensif lagi. Dokter dokter disini juga sangat berkompeten dan tanggap.,"['https://lh3.googleusercontent.com/geougc-cs/AIHozJJwLliynGAEPvu6sBLQL69OfnlV2y5K8HwLwqYnnlpyGOrbbwVO1vBCcHG1rFaLujWYwgzcGRd6_drYDW_NUJBIrqML8laQsl_oh3ImL7OlukKb5FPMer7GpzjJ9O7giL5rxKrWYw', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJKUUHaxmcP5U12-0O5TcPFDwjZY_QQWYLp7d3idJt70ixJlu9dEWm_w70cuTgKN7jQKaE2aKFdvwQ-TmiYopGrSJb8aLbzYoN5hKMrNG5TSXEd9PKRWTgKGEkAoXQaa1UJC9lg', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJK-10vp_vc2Jxz3bVVzSwE6RfPxqHsFECd5b8ToOCE-cVoyVZbd7Ts7aj_e2nZSXCu0HjrFuOpQEKS2ZFB8PdTXEckXnQJq8ovkzYBSlVSWTIpHhIWWzI2Rs7Ns8cxIN2uzsjcR5Q', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJLLmXSAJ7mqDBzOJDPaeDMuOXBBfC2HhdALJU4V7GMtbF5s34d2OSZX5NHP1du63zRSNDXpNt-k6dsMm8LWBAWCQFe9wtG5i_Eyg9PG45MVC-_MLrgz64ZtsiTp8GCuoe2Y4X_N', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJIf_lTbyDFxVXO1ptsZw1fSsynXqWta4ra7-nvQSKN2n_9DChdaC1MGxo51BdGwBmWMleGlnvrh2RuPDm_RuQKPgIhQHAQwMVeVcta2Gq3I0JFhbsyDwtzUg5PVDRZnkyGtGopJ', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJJMWRhN6B2EVpNpJTbgO13Y9x2WvTlmWknFYKHCbdH8_irWnvWdTkGDzDcoHTR8kymG9ZX_0DGa8LxBaPPSLj5C_vU51wtIvpSJNHuld6oiXHZgcNT4MmWCqnle5Bl9bGt_5wtz']",True
18,Indah Retno Watty,https://www.google.com/maps/contrib/111663144421520674086?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXgVNO6YC99Ns3MuZBWdRTSCIytLcMOLAkEWL5K6oZgqm3dpI00=s120-c-rp-mo-ba4-br100,3.0,setahun lalu,"Saking gedenya RS ini. Sampe terasa agak berat jika harus berpindah gedung untuk proses administrasi perawatan.
Loket rawat jalan di lantai 1 sudah bagus. Ada antrian dan berjalan lancar.
Untuk antrian klinik onkologi masih manual. Hanya dipanggil nama. Rawan keselip, kesalip, karena kemarin bukan yang datang terakhir, tapi jadi pasien terakhir. Dilayani jam 16.45. Sampai keluar ruang dokter, tangga menuju gedung ijo sudah dikunci. Jadinya turun mencari jalan, dan keluar lewat pintu keluar GDC. Sebaiknya antrian poliklinik tetap dikasih nomor antrian. Jadi bisa memperkirakan berapa lama lagi untuk dipanggil. Kalau kelaparan kan bisa keluar dulu cari makan. Selain tertib administrasi, juga tidak rawan selipan pasien titipan.","['https://lh3.googleusercontent.com/geougc-cs/AIHozJIuANwbSFnaoYjWFMYx06Tp0wi5G8ZRVP-7gjFJjUWHcq4IqT2j2ldq5odsIIQffeiJyFYcWfprZedUANSkzv0MIOLRRwTse2SrbScV471iGlCAJiH-Gby2uDb6tdDbJhqsGG64XQ', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJIpsBbgwVUddQ-BjmExQtGOJPUg9TSHwBfNZMQ888pVrKMwei5ynkvuGa0gLlF085yBlDLEfW2vTaN6t_7K0U1PqueMH5byddLMuLBIPT7V_UaK3SohDwg-SjA5N-Y0KJj7xhc', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJLUZxURHRBAsvCFBe6gcWqdtenZtRl1jsvN_PhQfu8VfSCWWKcJtW6oC8yQ-pDSwe0Tg8eBVCT8jNGK6AEYfhjRsRZpPD-vrQIW6vMJmbj7Cb6c6tyTyTkBFXnExlpmiBUOjFL2WA', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJJ7aES2gcScJrvUf1fJpOeAPly4hE5tqvsaFXRILpWDlUdJ1Co28rTSllL_ycyr9GhZ9dTXUhwJRkyS-SYkEqtiTtsmE2GlIPr9z_nYv8UkldBLKZ7rX-BYR9AltGkLCxpfTEK6']",True
18,Novianty Suryaningrum,https://www.google.com/maps/contrib/113239776181642412937?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXLWCLX-9TjIBjLZfUn2xqp5g1yBo6KTSthhyeywxhyUI0ZeYM=s120-c-rp-mo-br100,1.0,sebulan lalu,Ga jelas sudah ngurus semua surat sampe capek capek disuruh nunggu surat dokter dari kemarin bukannya dibikinin malah disuruh nunggu lagi kocak banget jadi dokter,,True
18,Fatik Hasari,https://www.google.com/maps/contrib/108060464569558804245?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIA4rWBaeYKrGFDvxArV2DNexxGeqHlGd5kFKdu4edrdbLDXg=s120-c-rp-mo-br100,5.0,2 bulan lalu,"Pelayanan sangat baik, perawat yg sangat ramah sekali n dokternya juga ramah juga.. Prawatt yg slalu huble jugaa🥰🥰",,True
18,Ammar Kaffel,https://www.google.com/maps/contrib/107416716342269572158?hl=id,https://lh3.googleusercontent.com/a/ACg8ocL7nNYOSQdrc1b1lcT74xTv0KQa5ft2UNte5v4TdoI4uNqTFw=s120-c-rp-mo-br100,4.0,4 minggu lalu,"Perwat di poli broncoskopy ramah""
Pelayanan cekatan, lingkungan bersih rapih","['https://lh3.googleusercontent.com/geougc-cs/AIHozJJWJuhbeopYEGUsv6X-YjYDOorXvIlQajZ7z0ll-vs5gm1616BW3kThmFjep_x1qipUVANgeeHotEYO91UYW9EBoKmZXLGOVe1Bxxy-eVF6jTsLBdd5_nADeu9KLsyJlOk2RWt-', 'https://lh3.googleusercontent.com/geougc-cs/AIHozJK1YIEF6mfmnTMfaqSH-95iTo3tbdBlvqy3PzO5Im8iXZ1kmi6Zi85Tg3zxEdHeOkabgHUWAUNZhYVqCSxvwWhSzRYe6CBqLUkej8mUd6-QcFujZtza6Dd8_NHm-4wVIapYsJW2QQ']",True
18,syaivers zukhry,https://www.google.com/maps/contrib/108956747411571712619?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXiiMdLiN-IKyemQUFq21OC-wMlEO8WpwRyB3CEyheO5Hk0ALZv=s120-c-rp-mo-ba2-br100,5.0,2 bulan lalu,"RS Soetomo emang Top secara pelayanan , pengurusan2 akte dan KK nya di tuntun sampai bener2 jadi dan jadinya pun sangat cepat sekali pokoknya mantap deh . Semoga sehat selalu semuanya",,True
18,Hadi Rahmat,https://www.google.com/maps/contrib/118012751275154707409?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUHm8m-S2ki0oCBkwdGZS3wuVwUpHW51m7R4G9fF7UKJzK_RpM=s120-c-rp-mo-br100,3.0,5 bulan lalu,"Peraturan baru antrian di onkologi semakin ruwet, sudah daftar online dan berangkat pagi pagi, ternyata finger nya harus antri. Ada yang boleh finjer jam 06, jam 07 & jam 08. Semakin ribet, harus antri berkali kali padahal seharusnya online itu semakin mudah dan menghindari antrian. Kalau seperti ini percuma ada pendaftaran online dan datang pagi, ujung ujungnya antri lagi. Mohon di perbaiki lagi pelayanannya, terima kasih",,
18,Puput Rosiati,https://www.google.com/maps/contrib/108150324373680626975?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWWgZk7TIHvtT9yaQKvOkZbIuP-l4Xd1xerfwSVC_6SR1iWB6hR=s120-c-rp-mo-br100,5.0,5 bulan lalu,"RSUD Dr Soetomo Surabaya, rumah sakit yang pelayanannya sangat baik, perawatnya banyak yang ramah"" dan perduli dengan sesama, meskipun gak semuanya, tapi masih ada yang baik ramah lembut dalam melayani pasiennya, tempatnya juga nyaman dan bersih, alat"" juga sudah lengkap profesional, dokter nya juga ramah"" baik"" tapi ada juga yang judes, rumah sakit dr Soetomo semoga terus maju dan berkembang setiap tahunnya",,True
